Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7588      0.00        0.00    0.070875     0.000     0.000    67.143    23.811    0b1111    20190521T103443787376
  120      -4.5360      0.50        1.25    0.067562     0.000     0.000    67.138    23.811    0b1111    20190521T103444751311
  110      -4.1562      0.00        0.00    0.062000     0.000     0.000    67.036    23.843    0b1111    20190521T103445712248
  100      -3.7788      0.00        0.00    0.056437     0.000     0.000    66.955    23.811    0b1111    20190521T103446668484
   90      -3.4013      0.00        0.00    0.050875     0.000     0.000    66.855    23.843    0b1111    20190521T103447624297
   80      -3.0225      0.00        0.00    0.045356     0.029     0.063    66.639    23.843    0b1111    20190521T103448579327
   70      -2.6444      0.62        1.25    0.039813     0.000     0.000    66.421    23.874    0b1111    20190521T103449535390
   60      -2.2638      0.00        0.00    0.034250     0.000     0.000    66.095    23.843    0b1111    20190521T103450495047
   50      -1.8855      0.61        1.25    0.028687     0.000     0.000    65.725    23.843    0b1111    20190521T103451454922
   40      -1.5075      0.00        0.00    0.023187     0.000     0.000    65.013    23.874    0b1111    20190521T103452410514
   30      -1.1287      0.00        0.00    0.017625     0.000     0.000    64.043    23.874    0b1111    20190521T103453366218
   20      -0.7512      0.00        0.00    0.012156     0.031     0.063    61.799    23.874    0b1111    20190521T103454326853
   10      -0.3726      0.38        1.25    0.006625     0.000     0.000    56.245    23.843    0b1111    20190521T103455286848
    0      -0.0000      0.00        0.00    0.001125     0.000     0.000    -0.000    23.874    0b1111    20190521T103456248698
