Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7450      0.00        0.00    0.078688     0.000     0.000    60.302    25.301    0b1111    20190604T144028995673
  120      -4.6175      0.00        0.00    0.076775     0.031     0.062    60.143    25.301    0b1111    20190604T144029968621
  110      -4.2314      0.37        1.25    0.071087     0.031     0.063    59.523    25.301    0b1111    20190604T144030940129
  100      -3.8475      0.00        0.00    0.065431     0.019     0.063    58.802    25.301    0b1111    20190604T144031910375
   90      -3.4626      0.38        1.25    0.059750     0.000     0.000    57.952    25.333    0b1111    20190604T144032881388
   80      -3.0775      0.00        0.00    0.054062     0.000     0.000    56.925    25.333    0b1111    20190604T144033849301
   70      -2.6925      0.00        0.00    0.048375     0.000     0.000    55.659    25.333    0b1111    20190604T144034808543
   60      -2.3050      0.00        0.00    0.042675     0.025     0.063    54.013    25.333    0b1111    20190604T144035765906
   50      -1.9200      0.00        0.00    0.037000     0.000     0.000    51.892    25.301    0b1111    20190604T144036721883
   40      -1.5350      0.00        0.00    0.031313     0.000     0.000    49.022    25.333    0b1111    20190604T144037681079
   30      -1.1500      0.00        0.00    0.025625     0.000     0.000    44.878    25.365    0b1111    20190604T144038637689
   20      -0.7650      0.00        0.00    0.020000     0.000     0.000    38.250    25.333    0b1111    20190604T144039592584
   10      -0.3800      0.00        0.00    0.014269     0.029     0.062    26.632    25.333    0b1111    20190604T144040548960
    0      -0.0000      0.00        0.00    0.008625     0.000     0.000    -0.000    25.333    0b1111    20190604T144041507026
