Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7788      0.00        0.00    0.054750     0.000     0.000    87.283    24.699       0b0    20190529T141543558946
  120      -4.5316      0.57        1.25    0.052075     0.025     0.063    87.021    24.667       0b0    20190529T141544518788
  110      -4.1525      0.00        0.00    0.048063     0.000     0.000    86.398    24.635       0b0    20190529T141545479677
  100      -3.7750      0.00        0.00    0.044056     0.019     0.063    85.686    24.667       0b0    20190529T141546441153
   90      -3.3975      0.00        0.00    0.040038     0.031     0.063    84.858    24.667       0b0    20190529T141547398617
   80      -3.0199      0.37        1.25    0.036000     0.000     0.000    83.885    24.667       0b0    20190529T141548357608
   70      -2.6412      0.00        0.00    0.032000     0.000     0.000    82.539    24.635       0b0    20190529T141549314587
   60      -2.2605      0.61        1.25    0.027969     0.031     0.063    80.822    24.667       0b0    20190529T141550277707
   50      -1.8825      0.00        0.00    0.023956     0.029     0.063    78.581    24.667       0b0    20190529T141551237845
   40      -1.5050      0.00        0.00    0.019938     0.000     0.000    75.486    24.667       0b0    20190529T141552196441
   30      -1.1275      0.00        0.00    0.015937     0.000     0.000    70.745    24.635       0b0    20190529T141553151903
   20      -0.7488      0.00        0.00    0.012000     0.000     0.000    62.396    24.635       0b0    20190529T141554112914
   10      -0.3712      0.00        0.00    0.008000     0.000     0.000    46.406    24.635       0b0    20190529T141555071860
    0      -0.0000      0.00        0.00    0.004000     0.000     0.000    -0.000    24.635       0b0    20190529T141556035129
