Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7965      0.50        1.25    0.072063     0.000     0.000    66.560    22.606    0b1001    20181018T184002196690
  120      -4.7850      0.00        0.00    0.071875     0.000     0.000    66.574    22.638    0b1001    20181018T184003151768
  110      -4.4875      0.00        0.00    0.066812     0.000     0.000    67.166    22.638    0b1001    20181018T184004106903
  100      -4.0800      0.00        0.00    0.059875     0.000     0.000    68.142    22.638    0b1001    20181018T184005063009
   90      -3.6737      0.00        0.00    0.052987     0.025     0.063    69.332    22.670    0b1001    20181018T184006016853
   80      -3.2675      0.00        0.00    0.046062     0.000     0.000    70.936    22.638    0b1001    20181018T184006973936
   70      -2.8600      0.00        0.00    0.039187     0.000     0.000    72.982    22.670    0b1001    20181018T184007928299
   60      -2.4500      0.00        0.00    0.032250     0.000     0.000    75.969    22.670    0b1001    20181018T184008882072
   50      -2.0425      0.00        0.00    0.025331     0.029     0.063    80.632    22.670    0b1001    20181018T184009838908
   40      -1.6350      0.00        0.00    0.018437     0.000     0.000    88.678    22.638    0b1001    20181018T184010794124
   30      -1.2269      0.62        1.25    0.011563     0.000     0.000   106.108    22.670    0b1001    20181018T184011749650
   20      -0.8175      0.00        0.00    0.004687     0.000     0.000   174.400    22.701    0b1001    20181018T184012705012
   10      -0.4100      0.00        0.00    0.000000     0.000     0.000     1.000    22.701    0b1001    20181018T184013659626
    0      -0.0014      0.38        1.25    0.000000     0.000     0.000     1.000    22.701    0b1001    20181018T184014622128
