Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7579      0.57        1.25    0.063937     0.000     0.000    74.414    24.635    0b1111    20190604T132437421713
  120      -4.5363      0.00        0.00    0.060688     0.000     0.000    74.748    24.635    0b1111    20190604T132438380679
  110      -4.1575      0.00        0.00    0.055069     0.019     0.063    75.497    24.635    0b1111    20190604T132439339536
  100      -3.7788      0.00        0.00    0.049500     0.000     0.000    76.338    24.667    0b1111    20190604T132440299066
   90      -3.4009      0.57        1.25    0.043944     0.019     0.062    77.392    24.667    0b1111    20190604T132441260510
   80      -3.0225      0.00        0.00    0.038425     0.025     0.062    78.660    24.667    0b1111    20190604T132442227398
   70      -2.6438      0.00        0.00    0.032875     0.000     0.000    80.418    24.667    0b1111    20190604T132443195642
   60      -2.2625      0.00        0.00    0.027312     0.000     0.000    82.838    24.699    0b1111    20190604T132444157622
   50      -1.8850      0.00        0.00    0.021750     0.000     0.000    86.667    24.667    0b1111    20190604T132445117264
   40      -1.5062      0.00        0.00    0.016250     0.000     0.000    92.692    24.699    0b1111    20190604T132446081569
   30      -1.1287      0.00        0.00    0.010688     0.000     0.000   105.614    24.667    0b1111    20190604T132447050983
   20      -0.7500      0.00        0.00    0.005250     0.000     0.000   142.857    24.699    0b1111    20190604T132448022712
   10      -0.3725      0.00        0.00    0.000000     0.000     0.000     1.000    24.699    0b1111    20190604T132448981016
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.699    0b1111    20190604T132449942050
