Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7938      0.00        0.00    0.080938     0.000     0.000    59.228    23.399    0b1001    20190528T113905454340
  120      -4.7050      0.00        0.00    0.079438     0.000     0.000    59.229    23.399    0b1001    20190528T113906413601
  110      -4.3125      0.00        0.00    0.072938     0.000     0.000    59.126    23.399    0b1001    20190528T113907372458
  100      -3.9200      0.00        0.00    0.066438     0.000     0.000    59.003    23.399    0b1001    20190528T113908330672
   90      -3.5286      0.38        1.25    0.059937     0.000     0.000    58.872    23.431    0b1001    20190528T113909288303
   80      -3.1362      0.00        0.00    0.053438     0.000     0.000    58.690    23.431    0b1001    20190528T113910245869
   70      -2.7437      0.00        0.00    0.046950     0.025     0.063    58.440    23.431    0b1001    20190528T113911202910
   60      -2.3500      0.00        0.00    0.040438     0.000     0.000    58.114    23.431    0b1001    20190528T113912159380
   50      -1.9577      0.50        1.25    0.033938     0.000     0.000    57.687    23.431    0b1001    20190528T113913122513
   40      -1.5663      0.00        0.00    0.027437     0.000     0.000    57.084    23.462    0b1001    20190528T113914094521
   30      -1.1750      0.00        0.00    0.020938     0.000     0.000    56.119    23.431    0b1001    20190528T113915067118
   20      -0.7838      0.00        0.00    0.014438     0.000     0.000    54.286    23.431    0b1001    20190528T113916039609
   10      -0.3925      0.00        0.00    0.007931     0.019     0.063    49.488    23.462    0b1001    20190528T113917009580
    0      -0.0000      0.00        0.00    0.001375     0.000     0.000    -0.000    23.431    0b1001    20190528T113917980059
