Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7800      0.00        0.00    0.081000     0.000     0.000    59.012    23.874    0b1001    20190607T125502810384
  120      -4.7675      0.00        0.00    0.080769     0.029     0.062    59.027    23.874    0b1001    20190607T125503773175
  110      -4.3987      0.00        0.00    0.074612     0.025     0.062    58.955    23.874    0b1001    20190607T125504731280
  100      -3.9983      0.61        1.25    0.067937     0.000     0.000    58.852    23.906    0b1001    20190607T125505690641
   90      -3.5976      0.37        1.25    0.061250     0.000     0.000    58.737    23.874    0b1001    20190607T125506649536
   80      -3.1975      0.00        0.00    0.054562     0.000     0.000    58.603    23.938    0b1001    20190607T125507608858
   70      -2.7963      0.00        0.00    0.047925     0.025     0.063    58.346    23.938    0b1001    20190607T125508564391
   60      -2.3927      0.50        1.25    0.041194     0.019     0.063    58.085    23.938    0b1001    20190607T125509525280
   50      -1.9937      0.00        0.00    0.034563     0.000     0.000    57.685    23.938    0b1001    20190607T125510483963
   40      -1.5950      0.00        0.00    0.027937     0.000     0.000    57.092    23.938    0b1001    20190607T125511443079
   30      -1.1950      0.00        0.00    0.021313     0.000     0.000    56.070    23.970    0b1001    20190607T125512403307
   20      -0.7962      0.00        0.00    0.014688     0.000     0.000    54.213    23.938    0b1001    20190607T125513361179
   10      -0.3975      0.00        0.00    0.008063     0.000     0.000    49.302    23.938    0b1001    20190607T125514319389
    0      -0.0000      0.00        0.00    0.001437     0.000     0.000    -0.000    23.970    0b1001    20190607T125515276722
