Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7687      0.00        0.00    0.069187     0.000     0.000    68.925    24.128     0b111    20190617T112305258877
  120      -4.5088      0.00        0.00    0.065625     0.000     0.000    68.705    24.128     0b111    20190617T112306225139
  110      -4.1313      0.00        0.00    0.060487     0.025     0.063    68.299    24.128     0b111    20190617T112307191464
  100      -3.7563      0.00        0.00    0.055375     0.000     0.000    67.833    24.128     0b111    20190617T112308153566
   90      -3.3802      0.50        1.25    0.050250     0.000     0.000    67.269    24.160     0b111    20190617T112309117442
   80      -3.0038      0.00        0.00    0.045125     0.000     0.000    66.565    24.160     0b111    20190617T112310081042
   70      -2.6275      0.00        0.00    0.040000     0.000     0.000    65.688    24.160     0b111    20190617T112311047289
   60      -2.2488      0.00        0.00    0.034875     0.000     0.000    64.480    24.160     0b111    20190617T112312013191
   50      -1.8738      0.00        0.00    0.029750     0.000     0.000    62.983    24.160     0b111    20190617T112312983769
   40      -1.4981      0.62        1.25    0.024688     0.000     0.000    60.684    24.192     0b111    20190617T112313953522
   30      -1.1225      0.00        0.00    0.019563     0.000     0.000    57.380    24.160     0b111    20190617T112314922989
   20      -0.7475      0.00        0.00    0.014500     0.000     0.000    51.552    24.192     0b111    20190617T112315893102
   10      -0.3722      0.50        1.25    0.009437     0.000     0.000    39.444    24.192     0b111    20190617T112316860079
    0      -0.0000      0.00        0.00    0.004312     0.000     0.000    -0.000    24.192     0b111    20190617T112317828316
