Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7575      0.00        0.00    0.069769     0.029     0.062    68.190    23.018    0b1111    20190524T121950614301
  120      -4.6262      0.00        0.00    0.067813     0.000     0.000    68.221    23.018    0b1111    20190524T121951569979
  110      -4.2388      0.00        0.00    0.062169     0.029     0.063    68.181    23.018    0b1111    20190524T121952527874
  100      -3.8525      0.00        0.00    0.056500     0.000     0.000    68.186    23.050    0b1111    20190524T121953486109
   90      -3.4675      0.00        0.00    0.050875     0.000     0.000    68.157    23.050    0b1111    20190524T121954443092
   80      -3.0813      0.00        0.00    0.045250     0.000     0.000    68.094    23.050    0b1111    20190524T121955401077
   70      -2.6950      0.00        0.00    0.039563     0.000     0.000    68.120    23.050    0b1111    20190524T121956359191
   60      -2.3075      0.00        0.00    0.033912     0.031     0.062    68.043    23.050    0b1111    20190524T121957325126
   50      -1.9213      0.00        0.00    0.028256     0.019     0.062    67.994    23.050    0b1111    20190524T121958295691
   40      -1.5358      0.61        1.25    0.022625     0.000     0.000    67.878    23.050    0b1111    20190524T121959266162
   30      -1.1500      0.00        0.00    0.017000     0.000     0.000    67.647    23.082    0b1111    20190524T122000225730
   20      -0.7646      0.57        1.25    0.011375     0.000     0.000    67.220    23.082    0b1111    20190524T122001183740
   10      -0.3788      0.00        0.00    0.005750     0.000     0.000    65.870    23.082    0b1111    20190524T122002144829
    0      -0.0000      0.00        0.00    0.000138     0.025     0.062    -0.000    23.082    0b1111    20190524T122003102702
