Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7909      0.57        1.25    0.076606     0.029     0.062    62.539    23.526     0b111    20190528T095505746018
  120      -4.7249      0.38        1.25    0.075631     0.019     0.062    62.473    23.526     0b111    20190528T095506707142
  110      -4.3300      0.00        0.00    0.070187     0.000     0.000    61.692    23.526     0b111    20190528T095507664023
  100      -3.9350      0.00        0.00    0.064731     0.029     0.063    60.790    23.557     0b111    20190528T095508623880
   90      -3.5423      0.50        1.25    0.059250     0.000     0.000    59.785    23.526     0b111    20190528T095509584369
   80      -3.1479      0.57        1.25    0.053812     0.000     0.000    58.497    23.557     0b111    20190528T095510544212
   70      -2.7538      0.00        0.00    0.048375     0.000     0.000    56.925    23.557     0b111    20190528T095511502111
   60      -2.3575      0.00        0.00    0.042938     0.000     0.000    54.905    23.557     0b111    20190528T095512460972
   50      -1.9640      0.50        1.25    0.037500     0.000     0.000    52.373    23.526     0b111    20190528T095513422043
   40      -1.5712      0.00        0.00    0.032125     0.000     0.000    48.911    23.557     0b111    20190528T095514382031
   30      -1.1778      0.50        1.25    0.026688     0.000     0.000    44.131    23.557     0b111    20190528T095515342029
   20      -0.7850      0.00        0.00    0.021356     0.029     0.062    36.757    23.557     0b111    20190528T095516301462
   10      -0.3922      0.50        1.25    0.015937     0.000     0.000    24.612    23.557     0b111    20190528T095517260611
    0      -0.0000      0.00        0.00    0.010563     0.000     0.000    -0.000    23.557     0b111    20190528T095518219093
