Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7700      0.00        0.00    0.074875     0.000     0.000    63.706    24.318    0b1111    20190529T135917285254
  120      -4.5315      0.50        1.25    0.071300     0.025     0.062    63.555    24.350    0b1111    20190529T135918249635
  110      -4.1525      0.00        0.00    0.065687     0.000     0.000    63.216    24.318    0b1111    20190529T135919215213
  100      -3.7750      0.00        0.00    0.060063     0.000     0.000    62.851    24.318    0b1111    20190529T135920187593
   90      -3.3975      0.00        0.00    0.054438     0.000     0.000    62.411    28.377    0b1111    20190529T135921155524
   80      -3.0195      0.61        1.25    0.048812     0.000     0.000    61.859    24.318    0b1111    20190529T135922128172
   70      -2.6412      0.00        0.00    0.043237     0.025     0.062    61.087    24.350    0b1111    20190529T135923092188
   60      -2.2605      0.61        1.25    0.037562     0.000     0.000    60.180    24.318    0b1111    20190529T135924058164
   50      -1.8825      0.00        0.00    0.032000     0.000     0.000    58.828    24.350    0b1111    20190529T135925023472
   40      -1.5050      0.00        0.00    0.026375     0.000     0.000    57.062    24.350    0b1111    20190529T135925996358
   30      -1.1275      0.00        0.00    0.020813     0.000     0.000    54.174    24.350    0b1111    20190529T135926963719
   20      -0.7488      0.00        0.00    0.015250     0.000     0.000    49.098    24.382    0b1111    20190529T135927924212
   10      -0.3712      0.00        0.00    0.009631     0.019     0.063    38.546    24.350    0b1111    20190529T135928885846
    0      -0.0000      0.00        0.00    0.004062     0.000     0.000    -0.000    24.350    0b1111    20190529T135929848048
