Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8000      0.00        0.00    0.047438     0.000     0.000   101.186    24.223       0b0    20190529T191804851190
  120      -4.5763      0.00        0.00    0.045000     0.000     0.000   101.694    24.223       0b0    20190529T191805807807
  110      -4.1938      0.00        0.00    0.040987     0.025     0.063   102.318    24.223       0b0    20190529T191806764546
  100      -3.8137      0.00        0.00    0.036938     0.000     0.000   103.249    24.192       0b0    20190529T191807722771
   90      -3.4325      0.00        0.00    0.032938     0.000     0.000   104.213    24.192       0b0    20190529T191808679910
   80      -3.0513      0.00        0.00    0.028900     0.031     0.062   105.580    24.192       0b0    20190529T191809637345
   70      -2.6700      0.00        0.00    0.024875     0.000     0.000   107.337    24.192       0b0    20190529T191810596443
   60      -2.2862      0.00        0.00    0.020863     0.025     0.062   109.587    24.192       0b0    20190529T191811557679
   50      -1.9050      0.00        0.00    0.016819     0.019     0.063   113.266    24.192       0b0    20190529T191812516818
   40      -1.5237      0.00        0.00    0.012813     0.000     0.000   118.927    24.192       0b0    20190529T191813473528
   30      -1.1436      0.37        1.25    0.008812     0.000     0.000   129.773    24.192       0b0    20190529T191814431069
   20      -0.7613      0.00        0.00    0.004875     0.000     0.000   156.154    24.192       0b0    20190529T191815386907
   10      -0.3813      0.00        0.00    0.000925     0.025     0.062   412.162    24.160       0b0    20190529T191816342854
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.192       0b0    20190529T191817300464
