Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7613      0.00        0.00    0.075938     0.000     0.000    62.700    23.938    0b1111    20190411T152523683749
  120      -4.6661      0.37        1.25    0.074500     0.000     0.000    62.633    23.938    0b1111    20190411T152524638605
  110      -4.2762      0.00        0.00    0.068750     0.000     0.000    62.200    23.906    0b1111    20190411T152525592828
  100      -3.8875      0.00        0.00    0.063012     0.025     0.062    61.694    23.938    0b1111    20190411T152526550026
   90      -3.4988      0.00        0.00    0.057313     0.000     0.000    61.047    23.938    0b1111    20190411T152527506512
   80      -3.1100      0.00        0.00    0.051562     0.000     0.000    60.315    23.938    0b1111    20190411T152528461491
   70      -2.7200      0.00        0.00    0.045844     0.031     0.063    59.332    23.970    0b1111    20190411T152529417729
   60      -2.3287      0.00        0.00    0.040081     0.029     0.063    58.101    23.970    0b1111    20190411T152530373606
   50      -1.9413      0.00        0.00    0.034375     0.000     0.000    56.473    23.938    0b1111    20190411T152531329700
   40      -1.5525      0.00        0.00    0.028687     0.000     0.000    54.118    23.970    0b1111    20190411T152532283682
   30      -1.1650      0.00        0.00    0.023000     0.000     0.000    50.652    23.970    0b1111    20190411T152533239794
   20      -0.7762      0.00        0.00    0.017313     0.000     0.000    44.838    23.970    0b1111    20190411T152534195152
   10      -0.3875      0.00        0.00    0.011606     0.029     0.063    33.387    23.970    0b1111    20190411T152535151761
    0      -0.0000      0.00        0.00    0.005875     0.000     0.000    -0.000    23.970    0b1111    20190411T152536106400
