Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7537      0.00        0.00    0.065394     0.029     0.063    72.694    23.621    0b1111    20190626T153110003984
  120      -4.4562      0.00        0.00    0.060875     0.000     0.000    73.203    23.621    0b1111    20190626T153110964204
  110      -4.0838      0.00        0.00    0.055313     0.000     0.000    73.831    23.653    0b1111    20190626T153111929692
  100      -3.7125      0.00        0.00    0.049744     0.019     0.063    74.632    23.621    0b1111    20190626T153112893261
   90      -3.3425      0.00        0.00    0.044144     0.029     0.063    75.719    23.653    0b1111    20190626T153113856123
   80      -2.9713      0.00        0.00    0.038600     0.031     0.063    76.975    23.653    0b1111    20190626T153114821150
   70      -2.6000      0.00        0.00    0.033025     0.031     0.063    78.728    23.684    0b1111    20190626T153115786883
   60      -2.2262      0.00        0.00    0.027437     0.000     0.000    81.139    23.684    0b1111    20190626T153116750785
   50      -1.8550      0.00        0.00    0.021875     0.000     0.000    84.800    23.684    0b1111    20190626T153117717496
   40      -1.4838      0.00        0.00    0.016375     0.000     0.000    90.611    23.684    0b1111    20190626T153118680332
   30      -1.1128      0.50        1.25    0.010813     0.000     0.000   102.913    23.684    0b1111    20190626T153119641450
   20      -0.7412      0.00        0.00    0.005325     0.025     0.063   139.202    23.684    0b1111    20190626T153120606809
   10      -0.3712      0.00        0.00    0.000000     0.000     0.000     1.000    23.684    0b1111    20190626T153121567417
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.684    0b1111    20190626T153122528863
