Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7771      0.57        1.25    0.060706     0.029     0.063    78.692    23.843       0b0    20190411T175011065077
  120      -4.5324      0.37        1.25    0.058119     0.019     0.063    77.985    23.843       0b0    20190411T175012019515
  110      -4.1536      0.38        1.25    0.054069     0.019     0.063    76.821    23.843       0b0    20190411T175012975394
  100      -3.7763      0.00        0.00    0.050062     0.000     0.000    75.431    23.843       0b0    20190411T175013929273
   90      -3.3988      0.00        0.00    0.046075     0.025     0.063    73.766    23.843       0b0    20190411T175014884969
   80      -3.0213      0.00        0.00    0.042063     0.000     0.000    71.828    23.811       0b0    20190411T175015840712
   70      -2.6428      0.50        1.25    0.038069     0.019     0.063    69.420    23.811       0b0    20190411T175016795354
   60      -2.2625      0.00        0.00    0.034063     0.000     0.000    66.422    23.811       0b0    20190411T175017750086
   50      -1.8850      0.00        0.00    0.030062     0.000     0.000    62.703    23.811       0b0    20190411T175018704330
   40      -1.5062      0.00        0.00    0.026062     0.000     0.000    57.794    23.811       0b0    20190411T175019661521
   30      -1.1276      0.37        1.25    0.022063     0.000     0.000    51.110    23.811       0b0    20190411T175020616165
   20      -0.7500      0.00        0.00    0.018125     0.000     0.000    41.379    23.843       0b0    20190411T175021570115
   10      -0.3714      0.37        1.25    0.014125     0.000     0.000    26.292    23.843       0b0    20190411T175022526836
    0      -0.0000      0.00        0.00    0.010125     0.000     0.000    -0.000    23.779       0b0    20190411T175023481372
