Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7625      0.00        0.00    0.071125     0.000     0.000    66.960    23.938    0b1001    20191205T144759019735
  120      -4.5773      0.50        1.25    0.067975     0.031     0.062    67.337    23.938    0b1001    20191205T144759976090
  110      -4.1938      0.00        0.00    0.061500     0.000     0.000    68.191    23.906    0b1001    20191205T144800936615
  100      -3.8125      0.00        0.00    0.055000     0.000     0.000    69.318    23.906    0b1001    20191205T144801895347
   90      -3.4312      0.00        0.00    0.048563     0.000     0.000    70.656    23.938    0b1001    20191205T144802852207
   80      -3.0487      0.00        0.00    0.042106     0.029     0.063    72.406    23.970    0b1001    20191205T144803807400
   70      -2.6664      0.37        1.25    0.035625     0.000     0.000    74.846    23.970    0b1001    20191205T144804765174
   60      -2.2825      0.00        0.00    0.029131     0.019     0.062    78.352    23.970    0b1001    20191205T144805719511
   50      -1.9013      0.00        0.00    0.022694     0.019     0.063    83.779    23.938    0b1001    20191205T144806676478
   40      -1.5200      0.00        0.00    0.016300     0.025     0.063    93.252    23.970    0b1001    20191205T144807632837
   30      -1.1387      0.00        0.00    0.009875     0.000     0.000   115.316    23.938    0b1001    20191205T144808592569
   20      -0.7575      0.00        0.00    0.003500     0.000     0.000   216.429    23.970    0b1001    20191205T144809550577
   10      -0.3763      0.00        0.00    0.000000     0.000     0.000     1.000    23.938    0b1001    20191205T144810508161
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.938    0b1001    20191205T144811464156
