Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7700      0.00        0.00    0.072000     0.000     0.000    66.250    24.889     0b111    20190521T143458643922
  120      -4.6275      0.00        0.00    0.070038     0.031     0.062    66.072    24.889     0b111    20190521T143459602635
  110      -4.2410      0.50        1.25    0.064800     0.025     0.063    65.448    24.857     0b111    20190521T143500560905
  100      -3.8550      0.00        0.00    0.059550     0.025     0.063    64.736    24.889     0b111    20190521T143501521738
   90      -3.4700      0.00        0.00    0.054312     0.000     0.000    63.890    24.889     0b111    20190521T143502481555
   80      -3.0838      0.00        0.00    0.049063     0.000     0.000    62.854    24.889     0b111    20190521T143503441832
   70      -2.6975      0.00        0.00    0.043812     0.000     0.000    61.569    24.889     0b111    20190521T143504401293
   60      -2.3100      0.00        0.00    0.038544     0.029     0.063    59.932    24.921     0b111    20190521T143505359356
   50      -1.9237      0.00        0.00    0.033306     0.019     0.063    57.759    24.921     0b111    20190521T143506319919
   40      -1.5388      0.00        0.00    0.028062     0.000     0.000    54.833    24.921     0b111    20190521T143507277609
   30      -1.1530      0.61        1.25    0.022813     0.000     0.000    50.542    24.889     0b111    20190521T143508234974
   20      -0.7663      0.00        0.00    0.017625     0.000     0.000    43.475    24.889     0b111    20190521T143509195246
   10      -0.3813      0.00        0.00    0.012375     0.000     0.000    30.808    24.889     0b111    20190521T143510154806
    0      -0.0000      0.00        0.00    0.007125     0.000     0.000    -0.000    24.889     0b111    20190521T143511112169
