Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7550      0.00        0.00    0.075875     0.000     0.000    62.669    24.065    0b1111    20190530T161154742669
  120      -4.6938      0.00        0.00    0.074938     0.000     0.000    62.636    24.096    0b1111    20190530T161155699514
  110      -4.3010      0.50        1.25    0.069169     0.029     0.062    62.181    24.096    0b1111    20190530T161156657004
  100      -3.9087      0.00        0.00    0.063375     0.000     0.000    61.677    24.128    0b1111    20190530T161157616411
   90      -3.5175      0.00        0.00    0.057625     0.000     0.000    61.041    24.096    0b1111    20190530T161158575836
   80      -3.1258      0.61        1.25    0.051812     0.000     0.000    60.328    24.128    0b1111    20190530T161159532761
   70      -2.7338      0.00        0.00    0.046062     0.000     0.000    59.349    24.128    0b1111    20190530T161200492186
   60      -2.3395      0.61        1.25    0.040250     0.000     0.000    58.124    24.128    0b1111    20190530T161201450505
   50      -1.9487      0.00        0.00    0.034519     0.029     0.063    56.455    24.160    0b1111    20190530T161202406919
   40      -1.5575      0.00        0.00    0.028800     0.025     0.062    54.080    24.160    0b1111    20190530T161203363765
   30      -1.1666      0.57        1.25    0.023062     0.000     0.000    50.585    24.160    0b1111    20190530T161204318582
   20      -0.7759      0.57        1.25    0.017331     0.029     0.063    44.767    24.128    0b1111    20190530T161205279112
   10      -0.3850      0.00        0.00    0.011619     0.019     0.063    33.136    24.160    0b1111    20190530T161206239475
    0      -0.0000      0.00        0.00    0.005875     0.000     0.000    -0.000    24.128    0b1111    20190530T161207199828
