Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7863      0.00        0.00    0.071425     0.025     0.063    67.011    22.638     0b111    20190411T122940919175
  120      -4.5613      0.00        0.00    0.068312     0.000     0.000    66.770    22.670     0b111    20190411T122941874808
  110      -4.1800      0.00        0.00    0.063144     0.029     0.062    66.198    22.670     0b111    20190411T122942830793
  100      -3.8000      0.00        0.00    0.057987     0.025     0.063    65.531    22.670     0b111    20190411T122943785404
   90      -3.4199      0.37        1.25    0.052812     0.000     0.000    64.755    22.670     0b111    20190411T122944742974
   80      -3.0388      0.00        0.00    0.047650     0.031     0.063    63.772    22.701     0b111    20190411T122945699497
   70      -2.6584      0.57        1.25    0.042500     0.000     0.000    62.550    22.701     0b111    20190411T122946654620
   60      -2.2750      0.00        0.00    0.037312     0.000     0.000    60.972    22.701     0b111    20190411T122947610674
   50      -1.8950      0.00        0.00    0.032156     0.031     0.063    58.931    22.670     0b111    20190411T122948566275
   40      -1.5150      0.00        0.00    0.027000     0.000     0.000    56.111    22.701     0b111    20190411T122949522034
   30      -1.1350      0.00        0.00    0.021875     0.000     0.000    51.886    22.701     0b111    20190411T122950478930
   20      -0.7552      0.50        1.25    0.016813     0.000     0.000    44.922    22.701     0b111    20190411T122951433526
   10      -0.3758      0.61        1.25    0.011656     0.031     0.063    32.236    22.701     0b111    20190411T122952392143
    0      -0.0000      0.00        0.00    0.006525     0.031     0.063    -0.000    22.701     0b111    20190411T122953346706
