Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7703      0.50        1.25    0.057750     0.000     0.000    82.602    22.701    0b1111    20190415T104539452763
  120      -4.6611      0.37        1.25    0.056125     0.000     0.000    83.049    22.733    0b1111    20190415T104540408239
  110      -4.2704      0.57        1.25    0.050438     0.000     0.000    84.667    22.733    0b1111    20190415T104541362310
  100      -3.8814      0.38        1.25    0.044738     0.025     0.062    86.759    22.733    0b1111    20190415T104542318564
   90      -3.4937      0.00        0.00    0.039050     0.025     0.063    89.469    22.733    0b1111    20190415T104543273654
   80      -3.1050      0.00        0.00    0.033344     0.031     0.063    93.121    22.733    0b1111    20190415T104544229701
   70      -2.7162      0.00        0.00    0.027687     0.000     0.000    98.104    22.765    0b1111    20190415T104545185000
   60      -2.3250      0.00        0.00    0.021956     0.029     0.062   105.892    22.765    0b1111    20190415T104546139131
   50      -1.9358      0.61        1.25    0.016294     0.029     0.063   118.803    22.733    0b1111    20190415T104547093717
   40      -1.5463      0.00        0.00    0.010625     0.000     0.000   145.529    22.765    0b1111    20190415T104548049699
   30      -1.1575      0.00        0.00    0.004962     0.031     0.063   233.249    22.796    0b1111    20190415T104549004436
   20      -0.7687      0.00        0.00    0.000000     0.000     0.000     1.000    22.765    0b1111    20190415T104549961453
   10      -0.3800      0.00        0.00    0.000000     0.000     0.000     1.000    22.796    0b1111    20190415T104550918277
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    22.796    0b1111    20190415T104551873885
