Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7863      0.00        0.00    0.060000     0.000     0.000    79.771    23.653    0b1111    20190626T131903843213
  120      -4.6425      0.00        0.00    0.057887     0.025     0.063    80.199    23.684    0b1111    20190626T131904806906
  110      -4.2541      0.57        1.25    0.052250     0.000     0.000    81.419    23.684    0b1111    20190626T131905775758
  100      -3.8670      0.61        1.25    0.046562     0.000     0.000    83.050    23.716    0b1111    20190626T131906743158
   90      -3.4813      0.00        0.00    0.040938     0.000     0.000    85.038    23.716    0b1111    20190626T131907707332
   80      -3.0950      0.00        0.00    0.035313     0.000     0.000    87.646    23.716    0b1111    20190626T131908673139
   70      -2.7084      0.57        1.25    0.029687     0.000     0.000    91.229    23.716    0b1111    20190626T131909637009
   60      -2.3190      0.50        1.25    0.024000     0.000     0.000    96.625    23.684    0b1111    20190626T131910604115
   50      -1.9325      0.00        0.00    0.018375     0.000     0.000   105.170    23.716    0b1111    20190626T131911568534
   40      -1.5463      0.00        0.00    0.012750     0.000     0.000   121.275    23.716    0b1111    20190626T131912533775
   30      -1.1587      0.00        0.00    0.007125     0.000     0.000   162.632    23.716    0b1111    20190626T131913498798
   20      -0.7725      0.00        0.00    0.001562     0.000     0.000   494.400    23.716    0b1111    20190626T131914466423
   10      -0.3862      0.00        0.00    0.000000     0.000     0.000     1.000    23.716    0b1111    20190626T131915436793
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.716    0b1111    20190626T131916403962
