Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7938      0.00        0.00    0.067687     0.000     0.000    70.822    24.287     0b111    20191205T151533556227
  120      -4.6912      0.00        0.00    0.066300     0.025     0.062    70.758    24.350     0b111    20191205T151534515473
  110      -4.2987      0.00        0.00    0.060937     0.000     0.000    70.544    24.350     0b111    20191205T151535474941
  100      -3.9069      0.63        1.25    0.055563     0.000     0.000    70.315    24.350     0b111    20191205T151536431173
   90      -3.5163      0.00        0.00    0.050206     0.029     0.063    70.036    24.350     0b111    20191205T151537390075
   80      -3.1246      0.57        1.25    0.044875     0.000     0.000    69.630    24.350     0b111    20191205T151538347393
   70      -2.7325      0.00        0.00    0.039500     0.000     0.000    69.177    24.350     0b111    20191205T151539310398
   60      -2.3388      0.00        0.00    0.034125     0.000     0.000    68.535    28.377     0b111    20191205T151540270257
   50      -1.9483      0.61        1.25    0.028813     0.000     0.000    67.618    24.350     0b111    20191205T151541224598
   40      -1.5575      0.00        0.00    0.023438     0.000     0.000    66.453    24.350     0b111    20191205T151542185353
   30      -1.1671      0.57        1.25    0.018125     0.000     0.000    64.393    28.377     0b111    20191205T151543142857
   20      -0.7758      0.61        1.25    0.012813     0.000     0.000    60.546    20.292     0b111    20191205T151544101965
   10      -0.3850      0.00        0.00    0.007487     0.025     0.063    51.419    24.350     0b111    20191205T151545056827
    0      -0.0000      0.00        0.00    0.002125     0.000     0.000    -0.000    28.377     0b111    20191205T151546015148
