Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7737      0.00        0.00    0.079837     0.031     0.063    59.793    24.984    0b1111    20190522T134954398960
  120      -4.6300      0.00        0.00    0.077688     0.000     0.000    59.598    25.016    0b1111    20190522T134955357082
  110      -4.2425      0.00        0.00    0.072006     0.019     0.063    58.918    24.984    0b1111    20190522T134956316193
  100      -3.8563      0.00        0.00    0.066363     0.025     0.063    58.109    25.016    0b1111    20190522T134957275834
   90      -3.4713      0.00        0.00    0.060688     0.000     0.000    57.199    25.016    0b1111    20190522T134958232760
   80      -3.0854      0.57        1.25    0.055019     0.029     0.062    56.079    25.048    0b1111    20190522T134959189026
   70      -2.6994      0.63        1.25    0.049375     0.000     0.000    54.671    25.016    0b1111    20190522T135000148216
   60      -2.3113      0.00        0.00    0.043687     0.000     0.000    52.904    25.016    0b1111    20190522T135001106699
   50      -1.9263      0.00        0.00    0.038062     0.000     0.000    50.608    25.016    0b1111    20190522T135002065347
   40      -1.5401      0.37        1.25    0.032438     0.000     0.000    47.480    25.048    0b1111    20190522T135003021713
   30      -1.1554      0.57        1.25    0.026812     0.000     0.000    43.091    25.048    0b1111    20190522T135003977566
   20      -0.7700      0.00        0.00    0.021219     0.031     0.062    36.289    25.016    0b1111    20190522T135004934664
   10      -0.3850      0.00        0.00    0.015594     0.031     0.062    24.689    25.048    0b1111    20190522T135005891991
    0      -0.0000      0.00        0.00    0.009994     0.019     0.063    -0.000    25.048    0b1111    20190522T135006848909
