Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7762      0.00        0.00    0.062687     0.000     0.000    76.191    24.921     0b111    20190531T175021948698
  120      -4.6538      0.00        0.00    0.061006     0.019     0.063    76.283    24.889     0b111    20190531T175022905048
  110      -4.2650      0.00        0.00    0.055750     0.000     0.000    76.502    24.889     0b111    20190531T175023861157
  100      -3.8764      0.37        1.25    0.050438     0.000     0.000    76.855    24.889     0b111    20190531T175024815639
   90      -3.4899      0.38        1.25    0.045187     0.000     0.000    77.231    24.921     0b111    20190531T175025769650
   80      -3.1013      0.00        0.00    0.039925     0.025     0.063    77.677    24.921     0b111    20190531T175026724946
   70      -2.7138      0.00        0.00    0.034631     0.019     0.062    78.361    24.889     0b111    20190531T175027682305
   60      -2.3237      0.00        0.00    0.029375     0.000     0.000    79.106    24.921     0b111    20190531T175028638548
   50      -1.9350      0.00        0.00    0.024125     0.000     0.000    80.207    24.889     0b111    20190531T175029594779
   40      -1.5475      0.00        0.00    0.018888     0.025     0.063    81.932    24.889     0b111    20190531T175030550265
   30      -1.1600      0.00        0.00    0.013675     0.025     0.062    84.826    24.889     0b111    20190531T175031507624
   20      -0.7721      0.57        1.25    0.008481     0.029     0.063    91.039    24.889     0b111    20190531T175032465404
   10      -0.3850      0.00        0.00    0.003250     0.000     0.000   118.462    24.889     0b111    20190531T175033419928
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.889     0b111    20190531T175034376079
