Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7788      0.00        0.00    0.070812     0.000     0.000    67.485    23.684     0b111    20190619T112355364072
  120      -4.7625      0.00        0.00    0.070562     0.000     0.000    67.493    23.716     0b111    20190619T112356325668
  110      -4.3662      0.00        0.00    0.065187     0.000     0.000    66.980    23.684     0b111    20190619T112357291268
  100      -3.9700      0.00        0.00    0.059750     0.000     0.000    66.444    23.716     0b111    20190619T112358255964
   90      -3.5737      0.00        0.00    0.054312     0.000     0.000    65.800    23.684     0b111    20190619T112359222365
   80      -3.1775      0.00        0.00    0.048875     0.000     0.000    65.013    23.684     0b111    20190619T112400192126
   70      -2.7812      0.00        0.00    0.043456     0.029     0.062    64.001    23.716     0b111    20190619T112401162985
   60      -2.3816      0.57        1.25    0.038000     0.000     0.000    62.674    23.716     0b111    20190619T112402134444
   50      -1.9850      0.00        0.00    0.032569     0.019     0.063    60.948    23.716     0b111    20190619T112403106848
   40      -1.5875      0.00        0.00    0.027131     0.019     0.063    58.512    23.716     0b111    20190619T112404077691
   30      -1.1900      0.00        0.00    0.021700     0.025     0.062    54.839    23.684     0b111    20190619T112405046652
   20      -0.7925      0.00        0.00    0.016313     0.000     0.000    48.582    23.716     0b111    20190619T112406018433
   10      -0.3950      0.00        0.00    0.010875     0.000     0.000    36.322    23.716     0b111    20190619T112406986629
    0      -0.0000      0.00        0.00    0.005437     0.000     0.000    -0.000    23.716     0b111    20190619T112407958271
