Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7713      0.00        0.00    0.041438     0.000     0.000   115.143    25.238       0b0    20190910T174534671138
  120      -4.5531      0.62        1.25    0.039125     0.000     0.000   116.374    25.269       0b0    20190910T174535637723
  110      -4.1725      0.00        0.00    0.035063     0.000     0.000   119.002    25.269       0b0    20190910T174536599673
  100      -3.7938      0.00        0.00    0.031044     0.029     0.063   122.207    25.238       0b0    20190910T174537565943
   90      -3.4138      0.00        0.00    0.027000     0.000     0.000   126.435    25.238       0b0    20190910T174538529804
   80      -3.0341      0.57        1.25    0.023000     0.000     0.000   131.918    25.238       0b0    20190910T174539493666
   70      -2.6537      0.00        0.00    0.018981     0.029     0.062   139.809    25.206       0b0    20190910T174540458777
   60      -2.2723      0.50        1.25    0.014938     0.000     0.000   152.117    25.238       0b0    20190910T174541422966
   50      -1.8925      0.00        0.00    0.010938     0.000     0.000   173.029    25.238       0b0    20190910T174542387244
   40      -1.5148      0.50        1.25    0.006938     0.000     0.000   218.342    25.269       0b0    20190910T174543351723
   30      -1.1350      0.00        0.00    0.002937     0.000     0.000   386.383    25.238       0b0    20190910T174544316965
   20      -0.7561      0.37        1.25    0.000000     0.000     0.000     1.000    25.238       0b0    20190910T174545281905
   10      -0.3775      0.00        0.00    0.000000     0.000     0.000     1.000    25.238       0b0    20190910T174546246933
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.206       0b0    20190910T174547210541
