Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.24639     4.37917     23.74762      28.02790     27.55231    0b1111111111111111    20190521T100523926793
 2.24634     4.38000     23.77933      28.02790     27.55231    0b1111111111111111    20190521T100524346758
 2.24634     4.37917     23.74762      28.02790     27.55231    0b1111111111111111    20190521T100524767433
 2.24634     4.37917     23.74762      27.99620     27.55231    0b1111111111111111    20190521T100525186534
 2.24634     4.37667     23.77933      28.02790     27.55231    0b1111111111111111    20190521T100525606243
 2.24644     4.38000     23.77933      28.02790     27.55231    0b1111111111111111    20190521T100526025989
 2.24634     4.37917     23.77933      28.02790     27.58402    0b1111111111111111    20190521T100526445596
 2.24634     4.37750     23.77933      28.05961     27.55231    0b1111111111111111    20190521T100526866988
 2.24639     4.37917     23.81103      28.02790     27.58402    0b1111111111111111    20190521T100527286601
 2.24634     4.37833     23.77933      28.05961     27.58402    0b1111111111111111    20190521T100527708082
 2.24634     4.37917     23.81103      28.02790     27.58402    0b1111111111111111    20190521T100528128839
 2.24630     4.37833     23.81103      28.05961     27.58402    0b1111111111111111    20190521T100528548600
 2.24634     4.37917     23.81103      28.05961     27.58402    0b1111111111111111    20190521T100528968599
 2.24630     4.38000     23.81103      28.05961     27.58402    0b1111111111111111    20190521T100529387815
 2.24616     4.37750     23.84274      28.05961     27.58402    0b1111111111111111    20190521T100529807057
 2.24620     4.37833     23.84274      28.05961     27.58402    0b1111111111111111    20190521T100530227962
 2.24634     4.38000     23.87445      28.05961     27.61573    0b1111111111111111    20190521T100530648572
 2.24634     4.37750     23.84274      28.02790     27.58402    0b1111111111111111    20190521T100531069015
 2.24630     4.37833     23.84274      28.05961     27.61573    0b1111111111111111    20190521T100531489943
 2.24634     4.38000     23.87445      28.05961     27.58402    0b1111111111111111    20190521T100531915162
 2.24625     4.37833     23.90615      28.05961     27.58402    0b1111111111111111    20190521T100532335641
 2.24625     4.37917     23.87445      28.05961     27.58402    0b1111111111111111    20190521T100532756909
 2.24625     4.37833     23.87445      28.05961     27.58402    0b1111111111111111    20190521T100533178289
 2.24616     4.37667     23.90615      28.05961     27.58402    0b1111111111111111    20190521T100533598208
 2.24616     4.37667     23.90615      28.05961     27.61573    0b1111111111111111    20190521T100534018748
 2.24630     4.38000     23.93786      28.05961     27.61573    0b1111111111111111    20190521T100534437473
 2.24611     4.37917     23.93786      28.05961     27.61573    0b1111111111111111    20190521T100534857410
 2.24559     4.37750     23.93786      28.05961     27.58402    0b1111111111111111    20190521T100535276802
 2.24559     4.37833     23.93786      28.05961     27.61573    0b1111111111111111    20190521T100535696800
 2.24550     4.37750     23.96956      28.05961     27.61573    0b1111111111111111    20190521T100536116441
 2.24555     4.37750     23.96956      28.09131     27.61573    0b1111111111111111    20190521T100536535799
 2.24564     4.37583     23.96956      28.05961     27.61573    0b1111111111111111    20190521T100536956815
 2.24555     4.37667     23.96956      28.02790     27.61573    0b1111111111111111    20190521T100537376462
 2.24545     4.37750     23.96956      28.05961     27.61573    0b1111111111111111    20190521T100537801045
 2.24555     4.37833     24.03297      28.05961     27.61573    0b1111111111111111    20190521T100538221574
 2.24569     4.37833     24.73050      28.05961     27.58402    0b1111111111111111    20190521T100538643262
 2.24602     4.37833     26.41091      28.05961     27.61573    0b1111111111111111    20190521T100539067961
 2.24634     4.37917     27.61573      28.05961     27.61573    0b1111111111111111    20190521T100539494564
 2.24691     4.37917     28.78884      28.05961     27.61573    0b1111111111111111    20190521T100539921035
 2.24747     4.38000     30.08878      28.05961     27.64743    0b1111111111111111    20190521T100540340677
 2.24798     4.37917     31.80089      28.09131     27.64743    0b1111111111111111    20190521T100540761979
 2.24845     4.38333     33.76665      28.09131     27.64743    0b1111111111111111    20190521T100541183229
 2.24902     4.38250     35.51046      28.05961     27.64743    0b1111111111111111    20190521T100541603485
 2.24953     4.38333     37.41281      28.09131     27.67914    0b1111111111111111    20190521T100542022986
 2.24981     4.38250     38.83957      28.05961     27.64743    0b1111111111111111    20190521T100542441592
 2.25019     4.38333     39.82245      28.09131     27.64743    0b1111111111111111    20190521T100542861148
 2.25042     4.38667     40.71021      28.05961     27.67914    0b1111111111111111    20190521T100543281367
 2.25070     4.38750     41.53456      28.09131     27.67914    0b1111111111111111    20190521T100543700567
 2.25098     4.38583     42.39062      28.09131     27.67914    0b1111111111111111    20190521T100544120565
 2.25122     4.38750     43.34179      28.09131     27.67914    0b1111111111111111    20190521T100544540556
 2.25159     4.38750     44.00761      28.09131     27.67914    0b1111111111111111    20190521T100544961331
 2.25178     4.38750     44.83196      28.05961     27.67914    0b1111111111111111    20190521T100545382334
 2.25197     4.38833     45.94166      28.09131     27.67914    0b1111111111111111    20190521T100545801799
 2.25234     4.38833     47.24160      28.09131     27.71084    0b1111111111111111    20190521T100546222558
 2.25267     4.39083     48.28789      28.09131     27.71084    0b1111111111111111    20190521T100546641146
 2.25291     4.38917     49.23906      28.12302     27.71084    0b1111111111111111    20190521T100547062170
 2.25314     4.39083     50.03171      28.09131     27.67914    0b1111111111111111    20190521T100547484268
 2.25338     4.39167     50.85606      28.09131     27.71084    0b1111111111111111    20190521T100547904493
 2.25370     4.39167     51.58529      28.12302     27.74255    0b1111111111111111    20190521T100548324112
 2.25380     4.39000     52.34623      28.05961     27.71084    0b1111111111111111    20190521T100548744463
 2.25403     4.39000     52.98034      28.09131     27.67914    0b1111111111111111    20190521T100549166020
 2.25422     4.39417     53.70958      28.12302     27.71084    0b1111111111111111    20190521T100549589019
 2.25441     4.39333     54.47051      28.09131     27.74255    0b1111111111111111    20190521T100550009228
 2.25455     4.39417     55.10463      28.09131     27.71084    0b1111111111111111    20190521T100550429462
 2.25464     4.39167     55.73874      28.09131     27.74255    0b1111111111111111    20190521T100550849216
 2.25483     4.39500     56.34115      28.09131     27.71084    0b1111111111111111    20190521T100551273977
 2.25502     4.39583     57.13380      28.09131     27.74255    0b1111111111111111    20190521T100551697579
 2.25511     4.39333     57.83133      28.09131     27.74255    0b1111111111111111    20190521T100552119447
 2.25525     4.39500     58.46544      28.09131     27.74255    0b1111111111111111    20190521T100552539058
 2.25539     4.39583     58.87762      28.09131     27.74255    0b1111111111111111    20190521T100552956170
 2.25553     4.39500     59.41661      28.09131     27.77425    0b1111111111111111    20190521T100553375452
 2.25567     4.39583     59.89220      28.12302     27.74255    0b1111111111111111    20190521T100553796199
 2.25577     4.39667     60.33608      28.09131     27.74255    0b1111111111111111    20190521T100554216441
 2.25591     4.39833     60.68484      28.09131     27.77425    0b1111111111111111    20190521T100554637767
 2.25600     4.39667     61.22384      28.09131     27.74255    0b1111111111111111    20190521T100555058550
 2.25619     4.39583     61.54090      28.09131     27.74255    0b1111111111111111    20190521T100555478439
 2.25628     4.39667     62.04819      28.09131     27.74255    0b1111111111111111    20190521T100555899913
 2.25633     4.40000     62.36525      28.12302     27.77425    0b1111111111111111    20190521T100556320643
 2.25647     4.39667     62.84084      28.12302     27.74255    0b1111111111111111    20190521T100556741265
 2.25652     4.39667     63.09448      28.09131     27.74255    0b1111111111111111    20190521T100557161768
 2.25656     4.40000     63.57007      28.12302     27.77425    0b1111111111111111    20190521T100557581756
 2.25670     4.39833     64.01395      28.12302     27.77425    0b1111111111111111    20190521T100558001845
 2.25684     4.39833     64.45783      28.12302     27.77425    0b1111111111111111    20190521T100558422094
 2.25703     4.39917     64.80659      28.15472     27.77425    0b1111111111111111    20190521T100558842865
 2.25708     4.39917     65.18706      28.09131     27.77425    0b1111111111111111    20190521T100559262107
 2.25722     4.40000     65.53583      28.12302     27.77425    0b1111111111111111    20190521T100559681355
 0.00005    -0.05833     65.88459      28.12302     27.80596    0b1111111111111111    20190521T100600102171
