Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7873      0.50        1.25    0.083000     0.000     0.000    57.678    24.160    0b1001    20191205T154436281869
  120      -4.6912      0.00        0.00    0.081362     0.025     0.063    57.659    24.160    0b1001    20191205T154437238099
  110      -4.2987      0.00        0.00    0.074737     0.025     0.063    57.518    24.160    0b1001    20191205T154438195466
  100      -3.9064      0.38        1.25    0.068125     0.000     0.000    57.341    24.192    0b1001    20191205T154439156444
   90      -3.5161      0.37        1.25    0.061500     0.000     0.000    57.173    24.192    0b1001    20191205T154440116551
   80      -3.1245      0.61        1.25    0.054919     0.029     0.063    56.893    24.223    0b1001    20191205T154441074824
   70      -2.7325      0.00        0.00    0.048312     0.000     0.000    56.559    24.160    0b1001    20191205T154442034187
   60      -2.3388      0.00        0.00    0.041687     0.000     0.000    56.102    24.192    0b1001    20191205T154442992574
   50      -1.9484      0.57        1.25    0.035069     0.019     0.063    55.559    24.223    0b1001    20191205T154443960270
   40      -1.5575      0.00        0.00    0.028500     0.000     0.000    54.649    24.192    0b1001    20191205T154444920259
   30      -1.1671      0.57        1.25    0.021938     0.000     0.000    53.202    24.192    0b1001    20191205T154445884964
   20      -0.7761      0.37        1.25    0.015375     0.000     0.000    50.480    24.192    0b1001    20191205T154446850230
   10      -0.3851      0.37        1.25    0.008781     0.031     0.062    43.858    24.192    0b1001    20191205T154447817714
    0      -0.0000      0.00        0.00    0.002188     0.000     0.000    -0.000    24.223    0b1001    20191205T154448784824
