Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7925      0.00        0.00    0.044187     0.000     0.000   108.458    23.557       0b0    20181009T131340382348
  120      -4.6037      0.00        0.00    0.042206     0.029     0.062   109.077    23.526       0b0    20181009T131341435198
  110      -4.2188      0.00        0.00    0.038187     0.000     0.000   110.475    23.526       0b0    20181009T131342488432
  100      -3.8350      0.00        0.00    0.034187     0.000     0.000   112.176    23.557       0b0    20181009T131343540295
   90      -3.4525      0.00        0.00    0.030181     0.019     0.062   114.392    23.557       0b0    20181009T131344594485
   80      -3.0688      0.00        0.00    0.026125     0.000     0.000   117.464    23.557       0b0    20181009T131345647697
   70      -2.6846      0.57        1.25    0.022125     0.000     0.000   121.339    23.526       0b0    20181009T131346697844
   60      -2.2985      0.50        1.25    0.018063     0.000     0.000   127.253    23.526       0b0    20181009T131347750827
   50      -1.9150      0.00        0.00    0.014063     0.000     0.000   136.178    23.526       0b0    20181009T131348804084
   40      -1.5311      0.37        1.25    0.010063     0.000     0.000   152.161    23.526       0b0    20181009T131349855318
   30      -1.1475      0.00        0.00    0.006019     0.029     0.063   190.654    23.526       0b0    20181009T131350906264
   20      -0.7638      0.00        0.00    0.002063     0.000     0.000   370.303    23.526       0b0    20181009T131351959593
   10      -0.3800      0.00        0.00    0.000000     0.000     0.000     1.000    23.526       0b0    20181009T131353012018
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.557       0b0    20181009T131354065877
