Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7711      0.37        1.25    0.068613     0.025     0.063    69.537    24.509    0b1111    20190614T112258895024
  120      -4.6325      0.00        0.00    0.066550     0.025     0.062    69.609    24.509    0b1111    20190614T112259851463
  110      -4.2459      0.57        1.25    0.060813     0.000     0.000    69.819    24.540    0b1111    20190614T112300808420
  100      -3.8600      0.00        0.00    0.055125     0.000     0.000    70.023    24.540    0b1111    20190614T112301768417
   90      -3.4737      0.00        0.00    0.049431     0.019     0.063    70.274    24.540    0b1111    20190614T112302725673
   80      -3.0875      0.00        0.00    0.043706     0.029     0.062    70.642    24.572    0b1111    20190614T112303684656
   70      -2.7013      0.00        0.00    0.038000     0.000     0.000    71.086    24.540    0b1111    20190614T112304644518
   60      -2.3126      0.38        1.25    0.032250     0.000     0.000    71.709    24.540    0b1111    20190614T112305604462
   50      -1.9275      0.00        0.00    0.026569     0.019     0.063    72.548    24.572    0b1111    20190614T112306564098
   40      -1.5413      0.00        0.00    0.020875     0.000     0.000    73.832    24.604    0b1111    20190614T112307522673
   30      -1.1562      0.00        0.00    0.015188     0.000     0.000    76.132    24.572    0b1111    20190614T112308480041
   20      -0.7700      0.00        0.00    0.009562     0.000     0.000    80.523    24.572    0b1111    20190614T112309437893
   10      -0.3850      0.00        0.00    0.003875     0.000     0.000    99.355    24.572    0b1111    20190614T112310396677
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.572    0b1111    20190614T112311355658
