Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7987      0.00        0.00    0.060619     0.019     0.063    79.163    25.555     0b111    20190523T114239524932
  120      -4.6200      0.00        0.00    0.058125     0.000     0.000    79.484    25.587     0b111    20190523T114240483676
  110      -4.2337      0.00        0.00    0.052875     0.000     0.000    80.071    25.587     0b111    20190523T114241443308
  100      -3.8489      0.38        1.25    0.047638     0.025     0.063    80.795    25.587     0b111    20190523T114242402283
   90      -3.4645      0.61        1.25    0.042400     0.031     0.063    81.710    25.555     0b111    20190523T114243360753
   80      -3.0795      0.61        1.25    0.037187     0.000     0.000    82.810    25.587     0b111    20190523T114244319638
   70      -2.6938      0.00        0.00    0.031938     0.000     0.000    84.344    25.555     0b111    20190523T114245278464
   60      -2.3062      0.00        0.00    0.026688     0.000     0.000    86.417    25.555     0b111    20190523T114246237732
   50      -1.9213      0.00        0.00    0.021500     0.000     0.000    89.360    25.555     0b111    20190523T114247195593
   40      -1.5363      0.00        0.00    0.016313     0.000     0.000    94.176    25.523     0b111    20190523T114248154081
   30      -1.1513      0.00        0.00    0.011112     0.025     0.063   103.600    25.555     0b111    20190523T114249109157
   20      -0.7671      0.57        1.25    0.005956     0.029     0.063   128.793    25.491     0b111    20190523T114250064894
   10      -0.3814      0.37        1.25    0.000813     0.000     0.000   469.385    25.555     0b111    20190523T114251023155
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.523     0b111    20190523T114251982264
