Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7525      0.00        0.00    0.089875     0.000     0.000    52.879    23.938    0b1001    20190531T121457575620
  120      -4.5763      0.00        0.00    0.086869     0.019     0.063    52.680    23.938    0b1001    20190531T121458531712
  110      -4.1938      0.00        0.00    0.080375     0.000     0.000    52.177    23.970    0b1001    20190531T121459490071
  100      -3.8125      0.00        0.00    0.073875     0.000     0.000    51.607    23.938    0b1001    20190531T121500451180
   90      -3.4312      0.00        0.00    0.067438     0.000     0.000    50.880    23.970    0b1001    20190531T121501410169
   80      -3.0500      0.00        0.00    0.060981     0.029     0.063    50.015    23.970    0b1001    20190531T121502370151
   70      -2.6675      0.00        0.00    0.054500     0.000     0.000    48.945    23.970    0b1001    20190531T121503326473
   60      -2.2838      0.00        0.00    0.048019     0.029     0.063    47.560    23.970    0b1001    20190531T121504284708
   50      -1.9025      0.00        0.00    0.041563     0.000     0.000    45.774    23.970    0b1001    20190531T121505242611
   40      -1.5212      0.00        0.00    0.035125     0.000     0.000    43.310    23.970    0b1001    20190531T121506200057
   30      -1.1394      0.63        1.25    0.028687     0.000     0.000    39.717    23.970    0b1001    20190531T121507166575
   20      -0.7588      0.00        0.00    0.022275     0.031     0.063    34.063    23.970    0b1001    20190531T121508123683
   10      -0.3772      0.50        1.25    0.015831     0.029     0.063    23.829    23.970    0b1001    20190531T121509081671
    0      -0.0000      0.00        0.00    0.009375     0.000     0.000    -0.000    23.970    0b1001    20190531T121510039658
