Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7760      0.50        1.25    0.048563     0.000     0.000    98.347    25.016       0b0    20190614T114529932409
  120      -4.6325      0.00        0.00    0.047000     0.000     0.000    98.564    25.016       0b0    20190614T114530901760
  110      -4.2451      0.37        1.25    0.042938     0.000     0.000    98.868    25.016       0b0    20190614T114531869471
  100      -3.8600      0.00        0.00    0.038831     0.029     0.063    99.404    25.016       0b0    20190614T114532836969
   90      -3.4737      0.00        0.00    0.034750     0.000     0.000    99.964    24.984       0b0    20190614T114533806701
   80      -3.0875      0.00        0.00    0.030687     0.000     0.000   100.611    25.016       0b0    20190614T114534775654
   70      -2.7013      0.00        0.00    0.026600     0.031     0.063   101.551    25.016       0b0    20190614T114535746411
   60      -2.3125      0.00        0.00    0.022500     0.000     0.000   102.778    24.984       0b0    20190614T114536714406
   50      -1.9275      0.00        0.00    0.018437     0.000     0.000   104.542    24.984       0b0    20190614T114537686615
   40      -1.5413      0.00        0.00    0.014338     0.031     0.063   107.498    25.016       0b0    20190614T114538648598
   30      -1.1562      0.00        0.00    0.010256     0.019     0.063   112.736    24.984       0b0    20190614T114539613340
   20      -0.7700      0.00        0.00    0.006250     0.000     0.000   123.200    24.984       0b0    20190614T114540580503
   10      -0.3847      0.50        1.25    0.002188     0.000     0.000   175.886    24.984       0b0    20190614T114541545891
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.984       0b0    20190614T114542512167
