Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7663      0.00        0.00    0.083781     0.031     0.062    56.889    24.382    0b1001    20190529T124739986688
  120      -4.5400      0.00        0.00    0.079938     0.000     0.000    56.794    24.382    0b1001    20190529T124740950155
  110      -4.1600      0.00        0.00    0.073625     0.000     0.000    56.503    24.413    0b1001    20190529T124741907121
  100      -3.7825      0.00        0.00    0.067306     0.019     0.062    56.198    24.413    0b1001    20190529T124742866130
   90      -3.4037      0.00        0.00    0.060950     0.025     0.063    55.845    24.413    0b1001    20190529T124743825228
   80      -3.0255      0.61        1.25    0.054625     0.000     0.000    55.387    24.382    0b1001    20190529T124744785976
   70      -2.6470      0.61        1.25    0.048312     0.000     0.000    54.789    24.413    0b1001    20190529T124745745807
   60      -2.2658      0.61        1.25    0.041938     0.000     0.000    54.027    24.413    0b1001    20190529T124746705690
   50      -1.8864      0.37        1.25    0.035625     0.000     0.000    52.951    24.413    0b1001    20190529T124747666276
   40      -1.5078      0.50        1.25    0.029250     0.000     0.000    51.547    24.413    0b1001    20190529T124748626425
   30      -1.1300      0.00        0.00    0.022937     0.000     0.000    49.264    24.413    0b1001    20190529T124749585628
   20      -0.7512      0.00        0.00    0.016650     0.031     0.063    45.120    24.413    0b1001    20190529T124750545254
   10      -0.3725      0.00        0.00    0.010313     0.000     0.000    36.121    24.413    0b1001    20190529T124751504704
    0      -0.0000      0.00        0.00    0.003956     0.029     0.063    -0.000    24.413    0b1001    20190529T124752463623
