Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.25384     4.39083     23.08180      29.29613     29.26443    0b1111111111111111    20190614T095623170262
 2.25384     4.38833     23.11351      29.29613     29.26443    0b1111111111111111    20190614T095623589653
 2.25384     4.38917     23.11351      29.29613     29.26443    0b1111111111111111    20190614T095624014826
 2.25394     4.38917     23.11351      29.29613     29.26443    0b1111111111111111    20190614T095624436833
 2.25389     4.39083     23.11351      29.32784     29.29613    0b1111111111111111    20190614T095624855797
 2.25403     4.38833     23.11351      29.32784     29.26443    0b1111111111111111    20190614T095625276834
 2.25384     4.38833     23.11351      29.32784     29.29613    0b1111111111111111    20190614T095625695881
 2.25384     4.39083     23.11351      29.32784     29.29613    0b1111111111111111    20190614T095626116034
 2.25394     4.38917     23.17692      29.29613     29.29613    0b1111111111111111    20190614T095626536258
 2.25398     4.39000     23.14521      29.32784     29.29613    0b1111111111111111    20190614T095626955975
 2.25394     4.39000     23.14521      29.32784     29.29613    0b1111111111111111    20190614T095627375118
 2.25398     4.39167     23.17692      29.32784     29.32784    0b1111111111111111    20190614T095627795815
 2.25403     4.38833     23.20862      29.32784     29.29613    0b1111111111111111    20190614T095628215122
 2.25441     4.39083     24.28662      29.32784     29.29613    0b1111111111111111    20190614T095628634098
 2.25483     4.39083     25.01585      29.32784     29.32784    0b1111111111111111    20190614T095629053465
 2.25525     4.39333     26.85479      29.32784     29.32784    0b1111111111111111    20190614T095629471715
 2.25553     4.39333     28.66202      29.32784     29.35954    0b1111111111111111    20190614T095629892073
 2.25572     4.39333     27.55231      29.32784     29.32784    0b1111111111111111    20190614T095630311368
 2.25609     4.39417     26.66455      29.35954     29.32784    0b1111111111111111    20190614T095630732110
 2.25666     4.39417     26.75967      29.35954     29.35954    0b1111111111111111    20190614T095631151936
 2.25717     4.39583     29.64490      29.39125     29.35954    0b1111111111111111    20190614T095631572309
 2.25755     4.39583     31.70577      29.35954     29.35954    0b1111111111111111    20190614T095631991928
 2.25802     4.39500     33.60812      29.35954     29.35954    0b1111111111111111    20190614T095632411468
 2.25848     4.39333     35.09829      29.35954     29.39125    0b1111111111111111    20190614T095632831638
 2.25881     4.39833     36.93722      29.35954     29.32784    0b1111111111111111    20190614T095633250767
 2.25909     4.39750     38.42739      29.35954     29.39125    0b1111111111111111    20190614T095633672192
 2.25947     4.39917     39.56880      29.35954     29.39125    0b1111111111111111    20190614T095634093188
 2.25970     4.40000     40.86874      29.35954     29.39125    0b1111111111111111    20190614T095634512137
 2.26008     4.40000     42.04185      29.35954     29.39125    0b1111111111111111    20190614T095634932826
 2.26036     4.39917     42.89791      29.35954     29.39125    0b1111111111111111    20190614T095635353534
 2.26059     4.40083     43.84908      29.39125     29.39125    0b1111111111111111    20190614T095635774400
 2.26078     4.40167     44.80025      29.35954     29.39125    0b1111111111111111    20190614T095636195019
 2.26106     4.40250     45.62460      29.35954     29.39125    0b1111111111111111    20190614T095636614989
 2.26116     4.40333     46.63919      29.35954     29.39125    0b1111111111111111    20190614T095637034732
 2.26148     4.40417     47.36842      29.35954     29.42295    0b1111111111111111    20190614T095637454878
 2.26153     4.40417     47.97083      29.35954     29.42295    0b1111111111111111    20190614T095637875505
 2.26181     4.40500     48.38301      29.35954     29.42295    0b1111111111111111    20190614T095638299641
 2.26200     4.40583     49.58782      29.35954     29.42295    0b1111111111111111    20190614T095638720423
 2.26214     4.40583     50.85606      29.35954     29.42295    0b1111111111111111    20190614T095639141601
 2.26252     4.40667     51.77552      29.35954     29.42295    0b1111111111111111    20190614T095639565716
 2.26266     4.40583     52.50476      29.39125     29.45466    0b1111111111111111    20190614T095639989695
 2.26270     4.40667     53.29740      29.39125     29.45466    0b1111111111111111    20190614T095640414586
 2.26280     4.40583     53.70958      29.39125     29.42295    0b1111111111111111    20190614T095640838780
 2.26303     4.40750     54.28028      29.39125     29.45466    0b1111111111111111    20190614T095641263855
 2.26303     4.40750     54.97781      29.39125     29.45466    0b1111111111111111    20190614T095641689961
 2.26317     4.40750     55.48510      29.39125     29.48637    0b1111111111111111    20190614T095642111406
 2.26331     4.40833     56.08751      29.39125     29.48637    0b1111111111111111    20190614T095642532002
 2.26336     4.40667     56.56309      29.35954     29.45466    0b1111111111111111    20190614T095642952717
 2.26350     4.40833     57.19721      29.35954     29.48637    0b1111111111111111    20190614T095643372620
 2.26355     4.40917     57.70450      29.42295     29.45466    0b1111111111111111    20190614T095643793282
 2.26383     4.40750     58.21179      29.39125     29.45466    0b1111111111111111    20190614T095644213210
 2.26383     4.40667     58.68738      29.39125     29.45466    0b1111111111111111    20190614T095644632738
 2.26388     4.40833     59.03614      29.35954     29.45466    0b1111111111111111    20190614T095645052488
 2.26397     4.41000     59.48003      29.39125     29.48637    0b1111111111111111    20190614T095645472835
 2.26406     4.40833     60.05073      29.35954     29.48637    0b1111111111111111    20190614T095645893735
 2.26425     4.40917     60.49461      29.39125     29.48637    0b1111111111111111    20190614T095646314486
 2.26430     4.40917     61.00190      29.39125     29.51807    0b1111111111111111    20190614T095646736489
 2.26430     4.40917     61.38237      29.39125     29.48637    0b1111111111111111    20190614T095647158667
 2.26434     4.41083     61.82625      29.39125     29.48637    0b1111111111111111    20190614T095647578559
 2.26458     4.41000     62.33354      29.39125     29.51807    0b1111111111111111    20190614T095647998018
 2.26463     4.41083     62.74572      29.35954     29.48637    0b1111111111111111    20190614T095648418551
 2.26463     4.41083     63.09448      29.42295     29.48637    0b1111111111111111    20190614T095648839421
 2.26467     4.41000     63.47495      29.39125     29.48637    0b1111111111111111    20190614T095649259414
 2.26486     4.41333     63.88713      29.39125     29.48637    0b1111111111111111    20190614T095649680191
 2.26491     4.40917     64.20419      29.39125     29.51807    0b1111111111111111    20190614T095650102181
 2.26491     4.41250     64.74318      29.39125     29.51807    0b1111111111111111    20190614T095650522644
 2.26523     4.41167     64.80659      29.39125     29.51807    0b1111111111111111    20190614T095650943161
 2.26538     4.41417     64.99683      29.39125     29.51807    0b1111111111111111    20190614T095651361610
 2.26561     4.41250     65.75777      29.39125     29.51807    0b1111111111111111    20190614T095651780649
 2.26589     4.41417     65.88459      29.39125     29.51807    0b1111111111111111    20190614T095652200001
 2.26603     4.41083     65.85289      29.42295     29.48637    0b1111111111111111    20190614T095652619494
 2.26617     4.41250     65.82118      29.42295     29.54978    0b1111111111111111    20190614T095653039606
 2.26627     4.41333     65.94800      29.39125     29.51807    0b1111111111111111    20190614T095653460599
 2.26641     4.41333     66.04312      29.42295     29.51807    0b1111111111111111    20190614T095653880954
 2.26645     4.41417     66.20165      29.39125     29.54978    0b1111111111111111    20190614T095654300984
 2.26655     4.41417     66.45529      29.39125     29.51807    0b1111111111111111    20190614T095654722044
 2.26664     4.41417     66.77235      29.39125     29.54978    0b1111111111111111    20190614T095655142188
 2.26673     4.41417     66.93088      29.42295     29.58148    0b1111111111111111    20190614T095655562729
 0.64073     0.61083     67.02600      29.39125     29.54978    0b1111111111111111    20190614T095655982896
 0.00000    -0.06000     67.24794      29.42295     29.54978    0b1111111111111111    20190614T095656402138
