Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7625      0.00        0.00    0.075575     0.025     0.062    63.017    30.216     0b111    20190612T104258390527
  120      -4.6150      0.00        0.00    0.073562     0.000     0.000    62.736    30.184     0b111    20190612T104259353438
  110      -4.2294      0.63        1.25    0.068300     0.025     0.062    61.923    30.216     0b111    20190612T104300311728
  100      -3.8450      0.00        0.00    0.063038     0.031     0.062    60.995    30.184     0b111    20190612T104301271339
   90      -3.4600      0.00        0.00    0.057787     0.031     0.063    59.875    30.216     0b111    20190612T104302230781
   80      -3.0758      0.61        1.25    0.052531     0.031     0.062    58.551    30.247     0b111    20190612T104303188290
   70      -2.6900      0.00        0.00    0.047312     0.000     0.000    56.856    30.216     0b111    20190612T104304147189
   60      -2.3038      0.00        0.00    0.042012     0.025     0.063    54.835    30.247     0b111    20190612T104305106884
   50      -1.9187      0.00        0.00    0.036813     0.000     0.000    52.122    30.247     0b111    20190612T104306066873
   40      -1.5337      0.00        0.00    0.031563     0.000     0.000    48.594    30.247     0b111    20190612T104307031895
   30      -1.1487      0.00        0.00    0.026325     0.025     0.063    43.637    30.216     0b111    20190612T104308002642
   20      -0.7650      0.00        0.00    0.021144     0.029     0.063    36.181    30.216     0b111    20190612T104308960835
   10      -0.3800      0.00        0.00    0.015925     0.025     0.063    23.862    30.216     0b111    20190612T104309919196
    0      -0.0000      0.00        0.00    0.010688     0.000     0.000    -0.000    30.216     0b111    20190612T104310877462
