Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7856      0.62        1.25    0.055850     0.031     0.062    85.687    31.262       0b0    20190611T183654289309
  120      -4.6763      0.00        0.00    0.054644     0.029     0.063    85.577    31.262       0b0    20190611T183655251044
  110      -4.2852      0.50        1.25    0.050500     0.000     0.000    84.856    31.262       0b0    20190611T183656212117
  100      -3.8950      0.00        0.00    0.046375     0.000     0.000    83.989    31.262       0b0    20190611T183657171274
   90      -3.5063      0.00        0.00    0.042250     0.000     0.000    82.988    31.230       0b0    20190611T183658132741
   80      -3.1163      0.00        0.00    0.038125     0.000     0.000    81.738    31.230       0b0    20190611T183659093101
   70      -2.7264      0.38        1.25    0.034000     0.000     0.000    80.187    31.262       0b0    20190611T183700058349
   60      -2.3345      0.61        1.25    0.029875     0.000     0.000    78.142    31.262       0b0    20190611T183701026103
   50      -1.9450      0.00        0.00    0.025750     0.000     0.000    75.534    31.230       0b0    20190611T183701992305
   40      -1.5563      0.00        0.00    0.021638     0.025     0.063    71.924    31.262       0b0    20190611T183702952891
   30      -1.1663      0.00        0.00    0.017563     0.000     0.000    66.406    31.230       0b0    20190611T183703913916
   20      -0.7771      0.57        1.25    0.013500     0.000     0.000    57.565    31.230       0b0    20190611T183704871399
   10      -0.3880      0.61        1.25    0.009375     0.000     0.000    41.387    31.230       0b0    20190611T183705830901
    0      -0.0000      0.00        0.00    0.005256     0.019     0.063    -0.000    31.230       0b0    20190611T183706792875
