Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7463      0.00        0.00    0.067125     0.000     0.000    70.708    24.160    0b1111    20190529T131936776537
  120      -4.6850      0.00        0.00    0.066187     0.000     0.000    70.784    24.160    0b1111    20190529T131937733162
  110      -4.2938      0.00        0.00    0.060319     0.019     0.062    71.184    24.192    0b1111    20190529T131938691376
  100      -3.9025      0.00        0.00    0.054500     0.000     0.000    71.606    24.192    0b1111    20190529T131939651000
   90      -3.5125      0.00        0.00    0.048631     0.019     0.063    72.227    24.192    0b1111    20190529T131940610448
   80      -3.1212      0.00        0.00    0.042813     0.000     0.000    72.905    24.192    0b1111    20190529T131941570056
   70      -2.7300      0.00        0.00    0.037000     0.000     0.000    73.784    24.192    0b1111    20190529T131942529700
   60      -2.3364      0.37        1.25    0.031131     0.019     0.062    75.049    24.192    0b1111    20190529T131943489951
   50      -1.9462      0.00        0.00    0.025350     0.031     0.063    76.775    24.192    0b1111    20190529T131944451152
   40      -1.5563      0.00        0.00    0.019563     0.000     0.000    79.553    24.192    0b1111    20190529T131945406783
   30      -1.1663      0.00        0.00    0.013756     0.019     0.062    84.780    24.223    0b1111    20190529T131946366962
   20      -0.7762      0.00        0.00    0.008013     0.025     0.063    96.880    24.192    0b1111    20190529T131947326988
   10      -0.3862      0.00        0.00    0.002250     0.000     0.000   171.667    24.192    0b1111    20190529T131948287727
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.192    0b1111    20190529T131949246091
