Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7844      0.62        1.25    0.067500     0.000     0.000    70.880    23.494    0b1111    20190411T101606963663
  120      -4.5275      0.00        0.00    0.063687     0.000     0.000    71.089    23.526    0b1111    20190411T101607920638
  110      -4.1494      0.63        1.25    0.058125     0.000     0.000    71.387    23.526    0b1111    20190411T101608878379
  100      -3.7725      0.00        0.00    0.052562     0.000     0.000    71.772    23.526    0b1111    20190411T101609832739
   90      -3.3950      0.00        0.00    0.047037     0.031     0.063    72.176    23.557    0b1111    20190411T101610787716
   80      -3.0175      0.00        0.00    0.041500     0.000     0.000    72.711    23.557    0b1111    20190411T101611742288
   70      -2.6400      0.00        0.00    0.035938     0.000     0.000    73.461    23.557    0b1111    20190411T101612696771
   60      -2.2600      0.00        0.00    0.030375     0.000     0.000    74.403    23.557    0b1111    20190411T101613651881
   50      -1.8825      0.00        0.00    0.024844     0.031     0.063    75.774    23.557    0b1111    20190411T101614606407
   40      -1.5038      0.00        0.00    0.019313     0.000     0.000    77.864    23.589    0b1111    20190411T101615562473
   30      -1.1263      0.00        0.00    0.013813     0.000     0.000    81.538    23.589    0b1111    20190411T101616517377
   20      -0.7488      0.00        0.00    0.008313     0.000     0.000    90.075    23.557    0b1111    20190411T101617471985
   10      -0.3700      0.00        0.00    0.002812     0.000     0.000   131.556    23.557    0b1111    20190411T101618426556
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.557    0b1111    20190411T101619380024
