Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7654      0.57        1.25    0.049625     0.000     0.000    96.028    29.867       0b0    20190612T160246706140
  120      -4.5133      0.61        1.25    0.046938     0.000     0.000    96.154    29.867       0b0    20190612T160247675210
  110      -4.1352      0.50        1.25    0.042969     0.031     0.062    96.239    29.867       0b0    20190612T160248643454
  100      -3.7588      0.00        0.00    0.039000     0.000     0.000    96.378    29.867       0b0    20190612T160249609949
   90      -3.3825      0.00        0.00    0.035063     0.000     0.000    96.471    29.867       0b0    20190612T160250569819
   80      -3.0057      0.61        1.25    0.031062     0.000     0.000    96.765    29.835       0b0    20190612T160251529136
   70      -2.6288      0.00        0.00    0.027125     0.000     0.000    96.912    29.835       0b0    20190612T160252490418
   60      -2.2490      0.50        1.25    0.023125     0.000     0.000    97.254    29.803       0b0    20190612T160253447647
   50      -1.8727      0.50        1.25    0.019169     0.029     0.063    97.698    29.835       0b0    20190612T160254406008
   40      -1.4963      0.00        0.00    0.015188     0.000     0.000    98.519    29.835       0b0    20190612T160255366204
   30      -1.1207      0.61        1.25    0.011250     0.000     0.000    99.622    29.867       0b0    20190612T160256333441
   20      -0.7438      0.00        0.00    0.007319     0.019     0.063   101.623    29.835       0b0    20190612T160257289805
   10      -0.3675      0.00        0.00    0.003375     0.000     0.000   108.889    29.867       0b0    20190612T160258245475
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    29.835       0b0    20190612T160259202789
