Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7550      0.00        0.00    0.068000     0.000     0.000    69.926    24.350     0b111    20190412T134119486859
  120      -4.5738      0.00        0.00    0.065500     0.000     0.000    69.828    24.350     0b111    20190412T134120444135
  110      -4.1912      0.00        0.00    0.060250     0.000     0.000    69.564    20.292     0b111    20190412T134121398572
  100      -3.8091      0.57        1.25    0.055000     0.000     0.000    69.257    24.350     0b111    20190412T134122354055
   90      -3.4281      0.62        1.25    0.049750     0.000     0.000    68.907    24.350     0b111    20190412T134123309530
   80      -3.0463      0.00        0.00    0.044500     0.000     0.000    68.455    28.377     0b111    20190412T134124269175
   70      -2.6639      0.38        1.25    0.039250     0.000     0.000    67.869    24.350     0b111    20190412T134125223784
   60      -2.2800      0.00        0.00    0.034000     0.000     0.000    67.059    24.350     0b111    20190412T134126181980
   50      -1.8989      0.38        1.25    0.028750     0.000     0.000    66.048    24.350     0b111    20190412T134127138339
   40      -1.5175      0.00        0.00    0.023550     0.025     0.063    64.437    24.350     0b111    20190412T134128093426
   30      -1.1372      0.50        1.25    0.018313     0.000     0.000    62.102    24.350     0b111    20190412T134129047807
   20      -0.7550      0.00        0.00    0.013125     0.000     0.000    57.524    24.350     0b111    20190412T134130002579
   10      -0.3750      0.00        0.00    0.007875     0.000     0.000    47.619    24.350     0b111    20190412T134130958036
    0      -0.0000      0.00        0.00    0.002681     0.019     0.063    -0.000    24.350     0b111    20190412T134131914049
